book_title,book_genre,book_rate,successfull_book,paperback,hardback,author,number_of_pages,book_length_mm,book_width_mm,book_depth_mm,book_weight_grams,publication_day,publication_month,publication_year,publisher,publication_city,publication_country,language,bestsellers_rank,price_nis
The Light We Lost,1,3.87,0,1,0,Jill Santopolo,320.0,198.0,129.0,25.0,280.0,22,2,2018,HarperCollins Publishers,London,United Kingdom,1,7998,49.4
Nothing To Lose : (Jack Reacher 12),1,3.93,0,1,0,Lee Child,560.0,178.0,110.0,33.0,294.0,26,3,2009,Transworld Publishers Ltd,London,United Kingdom,1,20557,53.94
The Couple Next Door,1,3.8,0,1,0,Shari Lapena,368.0,178.0,110.0,23.0,196.0,20,4,2017,Transworld Publishers Ltd,London,United Kingdom,1,20605,49.43
Cien Años De Soledad,1,4.09,1,1,0,Gabriel Garcia Marquez,494.0,190.5,127.0,25.4,362.87,28,2,2008,Nuevas Ediciones de Bolsillo,Barcelona,Spain,2,7573,59.88
The Sister : A psychological thriller with a brilliant twist you won't see coming,1,3.77,0,1,0,Louise Jensen,352.0,196.0,128.0,22.0,248.0,24,8,2017,"Little, Brown Book Group",London,United Kingdom,1,68048,45.39
Survivor,1,3.91,0,1,0,Chuck Palahniuk,304.0,198.0,129.0,19.0,213.0,1,9,2000,Vintage Publishing,London,United Kingdom,1,3744,35.42
The Tempest,1,3.8,0,1,0,William Shakespeare,128.0,198.0,129.0,7.0,86.0,1,10,1998,Wordsworth Editions Ltd,Herts,United Kingdom,1,8110,28.1
I've Got Your Number,1,3.94,0,1,0,Sophie Kinsella,480.0,178.0,110.0,28.0,253.0,25,4,2013,Transworld Publishers Ltd,London,United Kingdom,1,75691,51.58
Ghosts : The Top 10 Sunday Times Bestseller,1,3.95,0,1,0,Dolly Alderton,352.0,234.0,153.0,25.0,428.0,15,10,2020,Penguin Books Ltd,London,United Kingdom,1,8175,71.35
Sea of Poppies : Ibis Trilogy Book 1,1,3.97,0,1,0,Amitav Ghosh,544.0,196.0,132.0,34.0,387.0,16,4,2009,John Murray Press,London,United Kingdom,1,69448,52.64
The Last Mrs Parrish,1,3.93,0,1,0,Liv Constantine,400.0,198.0,129.0,25.0,280.0,11,1,2018,HarperCollins Publishers,London,United Kingdom,1,88338,52.87
Song of Solomon,1,4.11,1,1,0,Toni Morrison,448.0,198.0,129.0,28.0,311.0,24,3,2011,Vintage Publishing,London,United Kingdom,1,11613,56.37
Tipping The Velvet,1,4.02,1,1,0,Sarah Waters,496.0,197.0,135.0,32.0,376.0,26,6,2012,"Little, Brown Book Group",London,United Kingdom,1,13808,49.98
The Importance Of Being Seven,1,4.15,1,1,0,Alexander McCall Smith,288.0,198.0,130.0,18.0,233.0,9,7,2013,"Little, Brown Book Group",London,United Kingdom,1,8152,45.08
The Ministry for the Future,1,3.89,0,1,0,Kim Stanley Robinson,592.0,196.0,126.0,40.0,400.0,21,10,2021,"Little, Brown Book Group",London,United Kingdom,1,854,52.91
Covet : A Novel of the Fallen Angels,1,3.9,0,1,0,J.R. Ward,496.0,170.0,107.0,30.0,283.0,14,7,2011,Penguin Putnam Inc,New York,United States,1,8162,47.57
The Silver Linings Playbook (film tie-in),1,3.98,0,1,0,Matthew Quick,304.0,197.0,130.0,19.0,210.0,30,10,2012,Pan Macmillan,London,United Kingdom,1,8199,44.66
Short Stories in German : New Penguin Parallel Texts,1,3.5,0,1,0,Ernst Zillekens,208.0,198.0,129.0,13.0,149.0,8,7,2009,Penguin Books Ltd,London,United Kingdom,1,85412,49.91
How to Build a Girl,1,3.72,0,1,0,Caitlin Moran,352.0,198.0,126.0,22.0,239.0,1,5,2015,Ebury Publishing,London,United Kingdom,1,24417,51.78
Call of the Wild & White Fang,1,4.11,1,1,0,Jack London,256.0,198.0,129.0,13.0,163.0,1,1,1998,Wordsworth Editions Ltd,Herts,United Kingdom,1,38626,29.7
Out of Love,1,4.02,1,1,0,Hazel Hayes,384.0,198.0,129.0,33.02,317.51,25,8,2020,Unbound,London,United Kingdom,1,3948,54.79
Water for Elephants,1,4.09,1,1,0,Sara Gruen,350.0,206.0,137.0,23.0,295.0,21,10,2009,Algonquin Books,United States,United States,1,8270,69.73
Americanah,1,4.3,1,1,0,Chimamanda Ngozi Adichie,608.0,202.0,132.0,27.0,414.0,4,3,2014,Random House USA Inc,New York,United States,1,23285,69.64
Cruel Crown : Two Red Queen Short Stories,1,3.65,0,1,0,Victoria Aveyard,208.0,195.0,132.0,16.0,186.0,21,4,2016,Orion Publishing Co,London,United Kingdom,1,18100,39.24
Small Island: Winner of the 'best of the best' Orange Prize,1,3.99,0,1,0,Andrea Levy,560.0,198.0,128.0,40.0,380.0,1,11,2005,Headline Publishing Group,London,United Kingdom,1,67701,50.06
Five Little Pigs,1,4.02,1,1,0,Agatha Christie,288.0,198.0,129.0,19.0,200.0,26,9,2013,HarperCollins Publishers,London,United Kingdom,1,7291,51.21
Flights,1,3.77,0,1,0,Olga Tokarczuk,432.0,197.0,114.0,30.48,317.51,31,7,2018,Fitzcarraldo Editions,London,United Kingdom,1,37093,58.5
Cat and Mouse,1,4.0,1,1,0,James Patterson,480.0,171.45,106.43,26.16,226.8,1,11,1998,"Little, Brown & Company",New York,United States,1,78311,45.8
The Pilgrim's Progress,1,4.0,1,1,0,John Bunyan,272.0,198.0,129.0,14.0,173.0,1,12,1999,Wordsworth Editions Ltd,Herts,United Kingdom,1,13889,34.59
A Wanted Man : (Jack Reacher 17),1,4.03,1,1,0,Lee Child,544.0,178.0,110.0,32.0,286.0,23,5,2013,Transworld Publishers Ltd,London,United Kingdom,1,75778,49.45
The Strange and Beautiful Sorrows of Ava Lavender,1,4.02,1,1,0,Leslye Walton,320.0,198.0,129.0,19.0,225.0,2,10,2014,Walker Books Ltd,London,United Kingdom,1,8350,44.24
The New York Trilogy,1,3.86,0,1,0,Paul Auster,320.0,178.0,111.0,19.0,179.0,5,5,2011,FABER & FABER,London,United Kingdom,1,22276,50.11
Morality For Beautiful Girls,1,3.98,0,1,0,Alexander McCall Smith,256.0,197.0,129.0,16.0,195.0,1,12,2003,"Little, Brown Book Group",London,United Kingdom,1,78211,44.29
Emma,1,4.03,1,1,0,Jane Austen,512.0,198.0,129.0,22.0,351.0,6,5,2003,Penguin Books Ltd,London,United Kingdom,1,11900,44.6
Wide Sargasso Sea,1,3.6,0,1,0,Jean Rhys,160.0,181.0,111.0,9.0,92.0,17,6,2011,Penguin Books Ltd,London,United Kingdom,1,22617,47.03
I am a Cat,1,3.71,0,1,0,Soseki Natsume,480.0,203.0,133.0,38.1,510.0,1,9,2001,Tuttle Publishing,Boston,United States,1,10791,85.73
The Island of Missing Trees : Shortlisted for the Costa Novel Of The Year Award,1,4.26,1,1,0,Elif Shafak,368.0,234.0,153.0,26.0,444.0,5,8,2021,Penguin Books Ltd,London,United Kingdom,1,8405,78.25
The Thousand Autumns of Jacob de Zoet,1,3.96,0,1,0,David Mitchell,560.0,196.0,130.0,28.0,280.0,13,11,2012,Hodder & Stoughton,London,United Kingdom,1,80254,50.92
False Value : Book 8 in the #1 bestselling Rivers of London series,1,4.12,1,1,0,Ben Aaronovitch,432.0,196.0,128.0,30.0,320.0,23,9,2020,Orion Publishing Co,London,United Kingdom,1,9665,40.79
Suite Francaise,1,3.81,0,1,0,Irène Némirovsky,416.0,198.0,129.0,26.0,287.0,1,2,2007,Vintage Publishing,London,United Kingdom,1,104538,36.95
The Bastard of Istanbul,1,3.86,0,1,0,Elif Shafak,368.0,198.0,129.0,22.0,257.0,30,4,2015,Penguin Books Ltd,London,United Kingdom,1,23534,52.15
Persuasion,1,4.14,1,1,0,Jane Austen,288.0,198.0,129.0,16.0,213.0,1,5,2003,Penguin Books Ltd,London,United Kingdom,1,84329,41.74
Utopia,1,3.55,0,1,0,Thomas More,96.0,209.0,131.0,6.0,75.0,1,1,1998,Dover Publications Inc.,New York,United States,1,11283,24.91
Orlando,1,3.86,0,1,0,Virginia Woolf,256.0,198.0,129.0,19.0,223.0,25,1,2005,Vintage Publishing,London,United Kingdom,1,12111,35.62
The Midnight Library,1,4.08,1,1,0,Matt Haig,304.0,214.0,153.0,22.0,338.0,20,8,2020,Canongate Books Ltd,Edinburgh,United Kingdom,1,5496,102.92
"I, Robot",1,4.21,1,1,0,Isaac Asimov,256.0,198.0,129.0,19.0,240.0,6,6,2013,HarperCollins Publishers,London,United Kingdom,1,23503,52.04
Spirit Babies : How to Communicate with the Child You're Meant to Have,1,4.31,1,1,0,Walter Makichen,256.0,209.0,132.0,13.0,198.0,28,6,2005,Random House USA Inc,New York,United States,1,11034,58.11
The Viscount Who Loved Me,1,4.07,1,1,0,Julia Quinn,400.0,179.0,113.0,27.0,214.0,11,8,2015,HarperCollins Publishers Inc,New York,United States,1,24843,45.42
The Racketeer : The edge of your seat thriller everyone needs to read,1,3.85,0,1,0,John Grisham,400.0,180.0,123.0,26.0,216.0,4,6,2013,Hodder & Stoughton,London,United Kingdom,1,59225,51.12
"Absalom, Absalom!",1,3.97,0,1,0,William Faulkner,384.0,198.0,129.0,23.0,266.0,1,6,2011,Vintage Publishing,London,United Kingdom,1,86325,55.44
The Age of Innocence,1,3.96,0,1,0,Edith Wharton,256.0,198.0,129.0,13.0,163.0,1,8,1997,Wordsworth Editions Ltd,Herts,United Kingdom,1,8237,29.7
This Girl,1,4.1,1,1,0,Colleen Hoover,368.0,198.0,130.0,23.88,255.0,4,12,2013,Simon & Schuster Ltd,London,United Kingdom,1,560,52.11
The Adventures of Tom Sawyer,1,3.92,0,1,0,Mark Twain,288.0,178.0,111.0,18.0,160.0,6,9,2016,HarperCollins Publishers,London,United Kingdom,1,12381,24.85
Landline,1,3.55,0,1,0,Rainbow Rowell,368.0,201.0,134.0,24.0,255.0,1,8,2015,Orion Publishing Co,London,United Kingdom,1,8590,45.53
Last Night at Chateau Marmont,1,3.53,0,1,0,Lauren Weisberger,368.0,198.0,129.0,22.0,260.0,17,8,2010,HarperCollins Publishers,London,United Kingdom,1,8623,52.45
The War of the Worlds,1,3.83,0,1,0,H. G. Wells,208.0,198.0,129.0,12.0,157.0,29,5,2012,Penguin Books Ltd,London,United Kingdom,1,6807,43.75
Fates and Furies : the #1 New York Times bestseller,1,3.58,0,1,0,Lauren Groff,400.0,198.0,129.0,25.0,277.0,7,7,2016,Cornerstone,London,United Kingdom,1,6874,52.56
Collected Fictions,1,4.58,1,1,0,Jorge Luis Borges,576.0,213.0,142.0,38.0,601.0,15,1,2019,Penguin Random House Australia,Hawthorn,Australia,1,8595,102.4
Foe,1,3.44,0,1,0,J M Coetzee,160.0,198.0,129.0,9.0,117.0,30,8,2010,Penguin Books Ltd,London,United Kingdom,1,78119,49.25
The Night Watchman: Winner of the Pulitzer Prize in Fiction 2021 : Winner of the Pulitzer Prize in Fiction 2021,1,4.15,1,1,0,Louise Erdrich,464.0,194.0,126.0,32.0,360.0,4,3,2021,"Little, Brown Book Group",London,United Kingdom,1,2568,49.65
The Other Hand,1,3.71,0,1,0,Chris Cleave,400.0,198.0,129.0,25.0,270.0,8,9,2015,HODDER & STOUGHTON,London,United Kingdom,1,8712,48.28
Ham On Rye,1,4.14,1,1,0,Charles Bukowski,368.0,198.0,129.0,21.0,269.0,4,6,2015,Canongate Books Ltd,Edinburgh,United Kingdom,1,15664,51.97
Recursion,1,4.14,1,1,0,Blake Crouch,432.0,197.0,130.0,29.0,305.0,9,1,2020,Pan Macmillan,London,United Kingdom,1,2287,46.63
Carol,1,3.99,0,1,0,Patricia Highsmith,320.0,198.0,129.0,20.0,228.0,7,6,2010,Bloomsbury Publishing PLC,London,United Kingdom,1,10331,34.08
Lilac Girls : A Novel,1,4.27,1,1,0,Martha Hall Kelly,576.0,203.0,132.0,27.0,380.0,28,2,2017,Random House USA Inc,New York,United States,1,79135,68.63
"My Struggle, Book One",1,4.08,1,1,0,Karl Ove Knausgaard,441.0,208.0,137.0,33.0,381.0,28,5,2013,"Farrar, Straus and Giroux",New York,United States,1,4981,68.34
Invisible Monsters,1,3.98,0,1,0,Chuck Palahniuk,304.0,198.0,129.0,19.0,213.0,2,11,2000,Vintage Publishing,London,United Kingdom,1,24406,54.34
Ghostwritten,1,4.05,1,1,0,David Mitchell,448.0,196.0,130.0,32.0,305.0,20,8,2004,Hodder & Stoughton,London,United Kingdom,1,8719,50.94
A Passage to India,1,3.68,0,1,0,E.M. Forster,416.0,198.0,129.0,23.0,303.0,30,8,2005,Penguin Books Ltd,London,United Kingdom,1,8797,68.92
Bridget Jones's Diary : A Novel,1,3.79,0,1,0,Helen Fielding,320.0,197.0,130.0,20.0,213.0,20,6,1997,Pan Macmillan,London,United Kingdom,1,22738,35.42
How the Marquis Got His Coat Back,1,4.08,1,1,0,Neil Gaiman,64.0,160.0,113.0,6.0,48.0,27,10,2015,Headline Publishing Group,London,United Kingdom,1,4574,19.59
"The Ship of Brides : 'Brimming over with friendship, sadness, humour and romance, as well as several unexpected plot twists' - Daily Mail",1,3.82,0,1,0,Jojo Moyes,512.0,198.0,128.0,36.0,340.0,1,6,2021,Hodder & Stoughton,London,United Kingdom,1,8694,49.23
Foundation and Earth,1,4.06,1,1,0,Isaac Asimov,528.0,173.0,107.0,28.0,255.0,31,8,2004,Bantam Doubleday Dell Publishing Group Inc,New York,NY,1,76075,46.69
The Vanishing Act of Esme Lennox,1,3.88,0,1,0,Maggie O'Farrell,288.0,197.0,130.0,22.0,271.0,26,2,2013,Headline Publishing Group,London,United Kingdom,1,21230,45.87
Home : Winner of the Women's Prize for Fiction,1,4.03,1,1,0,Marilynne Robinson,352.0,197.0,166.0,24.0,280.0,16,7,2009,"Little, Brown Book Group",London,United Kingdom,1,14747,46.38
"The Skeleton Road : A chilling, nail-biting psychological thriller that will have you hooked",1,3.9,0,1,0,Val McDermid,464.0,196.0,128.0,30.0,320.0,26,3,2015,"Little, Brown Book Group",London,United Kingdom,1,20448,46.88
American Assassin,1,4.24,1,1,0,Vince Flynn,528.0,198.0,130.0,36.07,369.0,26,5,2011,Simon & Schuster Ltd,London,United Kingdom,1,10120,56.4
Tender is the Night,1,3.8,0,1,0,F. Scott Fitzgerald,448.0,178.0,111.0,28.0,250.0,20,3,2012,HarperCollins Publishers,London,United Kingdom,1,63926,32.59
The Aeneid,1,3.85,0,1,0,Virgil,368.0,198.0,129.0,21.0,269.0,1,5,2003,Penguin Books Ltd,London,United Kingdom,1,11911,58.66
Once Upon a River : The Sunday Times bestseller,1,3.96,0,1,0,Diane Setterfield,544.0,198.0,127.0,34.0,367.0,1,9,2019,Transworld Publishers Ltd,London,United Kingdom,1,15502,56.36
A Conspiracy Of Friends,1,3.89,0,1,0,Alexander McCall Smith,304.0,195.0,128.0,21.0,212.0,12,4,2012,"Little, Brown Book Group",London,United Kingdom,1,8855,44.64
Northanger Abbey,1,3.84,0,1,0,Jane Austen,256.0,198.0,129.0,11.0,181.0,29,11,2012,Penguin Books Ltd,London,United Kingdom,1,3867,44.25
The Dharma Bums,1,3.9,0,1,0,Jack Kerouac,240.0,198.0,129.0,14.0,179.0,3,8,2000,Penguin Books Ltd,London,United Kingdom,1,24275,53.64
After Ever Happy,1,4.02,1,1,0,Anna Todd,512.0,210.0,135.0,30.0,374.0,1,10,2021,Simon & Schuster,New York,United States,1,54637,70.76
Thirst for Love,1,3.67,0,1,0,Yukio Mishima,208.0,198.0,129.0,13.0,149.0,10,12,2009,Vintage Publishing,London,United Kingdom,1,3858,34.09
The People in the Trees,1,3.72,0,1,0,Hanya Yanagihara,384.0,196.0,130.0,26.0,282.0,12,7,2018,Pan Macmillan,London,United Kingdom,1,514,48.59
The Bromance Book Club : The utterly charming new rom-com that readers are raving about!,1,3.91,0,1,0,Lyssa Kay Adams,352.0,198.0,130.0,30.0,240.0,30,1,2020,Headline Publishing Group,London,United Kingdom,1,9094,47.66
The White Tiger,1,3.75,0,1,0,Aravind Adiga,336.0,198.0,129.0,20.0,237.0,1,3,2012,Atlantic Books,London,United Kingdom,1,38572,47.96
The Waves,1,4.15,1,1,0,Virginia Woolf,224.0,198.0,129.0,14.0,159.0,25,1,2005,Vintage Publishing,London,United Kingdom,1,24139,34.3
The Invention of Wings,1,4.24,1,1,0,Sue Monk Kidd,448.0,176.0,110.0,30.0,260.0,1,12,2020,Headline Publishing Group,London,United Kingdom,1,8794,54.89
The Poison Song (The Winnowing Flame Trilogy 3),1,4.32,1,1,0,Jen Williams,576.0,198.0,130.0,40.0,398.0,23,1,2020,Headline Publishing Group,London,United Kingdom,1,1634,55.3
The Binding,1,3.88,0,1,0,Bridget Collins,448.0,198.0,129.0,34.0,390.0,2,1,2020,HarperCollins Publishers,London,United Kingdom,1,2976,57.08
Lincoln in the Bardo : WINNER OF THE MAN BOOKER PRIZE 2017,1,3.75,0,1,0,George Saunders,368.0,234.0,153.0,32.0,559.0,14,2,2017,Bloomsbury Publishing PLC,London,United Kingdom,1,88349,84.07
The Good People,1,3.81,0,1,0,Hannah Kent,400.0,196.0,129.0,25.0,270.0,7,9,2017,Pan Macmillan,London,United Kingdom,1,9947,48.34
All Our Shimmering Skies : the next bestselling novel from the author of Boy Swallows Universe,1,3.98,0,1,0,Trent Dalton,448.0,235.0,155.0,28.0,470.0,28,9,2020,HarperCollins Publishers (Australia) Pty Ltd,New South Wales,Australia,1,57511,88.65
The Robots of Dawn,1,4.17,1,1,0,Isaac Asimov,432.0,198.0,129.0,27.0,310.0,21,8,2018,HarperCollins Publishers,London,United Kingdom,1,12167,40.59
The Woman Who Stole My Life,1,3.56,0,1,0,Marian Keyes,560.0,198.0,129.0,33.0,388.0,21,5,2015,Penguin Books Ltd,London,United Kingdom,1,24160,56.8
Path of Destruction: Star Wars Legends (Darth Bane) : A Novel of the Old Republic,1,4.31,1,1,0,Drew Karpyshyn,416.0,174.0,105.0,26.0,204.0,26,6,2007,Random House USA Inc,New York,United States,1,11525,45.09
Longbourn : The unputdownable Richard and Judy pick,1,3.64,0,1,0,Jo Baker,448.0,198.0,127.0,28.0,304.0,1,1,2014,Transworld Publishers Ltd,London,United Kingdom,1,11364,53.12
The Narrow Road to the Deep North and Other Travel Sketches,1,4.12,1,1,0,Matsuo Basho,176.0,198.0,129.0,10.0,134.0,26,4,2016,Penguin Books Ltd,London,United Kingdom,1,33061,46.44
Lustrum : (Cicero Trilogy 2),1,4.22,1,1,0,Robert Harris,464.0,198.0,129.0,27.0,319.0,25,6,2014,Cornerstone,London,United Kingdom,1,22788,53.43
The Night Stalker : A chilling serial killer thriller,1,4.18,1,1,0,Robert Bryndza,400.0,198.0,131.0,25.0,276.0,22,3,2018,"Little, Brown Book Group",London,United Kingdom,1,95852,45.97
High-Rise,1,3.63,0,1,0,J. G. Ballard,272.0,198.0,129.0,20.0,260.0,21,9,2010,HarperCollins Publishers,London,United Kingdom,1,73489,52.45
Amsterdam,1,3.44,0,1,0,Ian McEwan,192.0,198.0,129.0,15.0,170.0,29,4,1999,Vintage Publishing,London,United Kingdom,1,82350,47.15
The French Lieutenant's Woman,1,3.87,0,1,0,John Fowles,512.0,198.0,129.0,31.0,404.0,10,11,2004,Vintage Publishing,London,United Kingdom,1,85671,60.23
Never Let Me Go,1,3.83,0,1,0,Kazuo Ishiguro,304.0,201.0,131.0,16.0,215.0,14,3,2006,Random House USA Inc,New York,United States,1,63194,61.26
Mansfield Park (Vintage Classics Austen Series) : Jane Austen,1,3.86,0,1,0,Jane Austen,576.0,178.0,129.0,34.0,409.0,1,10,2014,Vintage Publishing,London,United Kingdom,1,10773,54.07
Night Road,1,4.2,1,1,0,Kristin Hannah,400.0,197.0,130.0,24.0,277.0,17,6,2011,Pan Macmillan,London,United Kingdom,1,23174,46.05
Celestial Bodies,1,3.42,0,1,0,Jokha Alharthi,320.0,196.0,130.0,15.0,186.0,28,5,2019,Sandstone Press Ltd,Dingwall,United Kingdom,1,14019,50.68
Robots and Empire,1,4.19,1,1,0,Isaac Asimov,448.0,198.0,129.0,28.0,310.0,19,4,2018,HarperCollins Publishers,London,United Kingdom,1,7264,40.59
HHhH,1,3.98,0,1,0,Laurent Binet,336.0,198.0,129.0,21.0,234.0,4,1,2013,Vintage Publishing,London,United Kingdom,1,24125,54.78
Love Over Scotland,1,3.99,0,1,0,Alexander McCall Smith,368.0,197.0,128.0,25.0,262.0,1,3,2010,"Little, Brown Book Group",London,United Kingdom,1,79619,45.68
The Guernsey Literary and Potato Peel Pie Society : A Novel,1,4.17,1,1,0,Mary Ann Shaffer,304.0,202.0,131.0,16.0,221.0,13,10,2009,Bantam Doubleday Dell Publishing Group Inc,New York,United States,1,11276,63.7
The Girl on the Cliff : The compelling family drama from the author of The Seven Sisters series,1,4.04,1,1,0,Lucinda Riley,576.0,198.0,129.0,34.0,394.0,27,10,2011,Penguin Books Ltd,London,United Kingdom,1,5043,56.92
Brideshead Revisited : The Sacred and Profane Memories of Captain Charles Ryder,1,4.0,1,1,0,Evelyn Waugh,464.0,198.0,129.0,15.0,234.0,9,2,2009,Penguin Books Ltd,London,United Kingdom,1,3720,54.78
Behind Her Eyes,1,3.79,0,1,0,Sarah Pinborough,384.0,198.0,129.0,24.0,270.0,7,9,2017,HarperCollins Publishers,London,United Kingdom,1,5766,52.42
"To Sir Phillip, With Love",1,3.81,0,1,0,Julia Quinn,432.0,178.0,113.0,26.0,250.0,31,1,2017,HarperCollins Publishers Inc,New York,United States,1,86666,46.53
Kudos,1,3.92,0,1,0,Rachel Cusk,240.0,198.0,129.0,14.0,205.0,23,7,2019,Faber & Faber,London,United Kingdom,1,21220,49.49
Alice in Wonderland,1,4.06,1,1,0,Lewis Carroll,272.0,198.0,129.0,14.0,173.0,1,12,1999,Wordsworth Editions Ltd,Herts,United Kingdom,1,38068,29.9
Pandora's Jar : Women in the Greek Myths,1,4.36,1,1,0,Natalie Haynes,320.0,197.0,131.0,21.0,230.0,13,5,2021,Pan Macmillan,London,United Kingdom,1,965,47.51
"Winter : 'Dazzling, luminous, evergreen' Daily Telegraph",1,3.88,0,1,0,Ali Smith,336.0,198.0,129.0,20.0,236.0,9,10,2018,Penguin Books Ltd,London,United Kingdom,1,2893,51.71
A Tale of Two Cities,1,3.86,0,1,0,Charles Dickens,544.0,198.0,129.0,23.0,372.0,1,6,2003,Penguin Books Ltd,London,United Kingdom,1,24092,45.03
The Bone People,1,4.05,1,1,0,Keri Hulme,560.0,197.0,131.0,39.0,392.0,9,11,2001,Pan Macmillan,London,United Kingdom,1,9396,55.24
The Loveliest Chocolate Shop in Paris,1,3.82,0,1,0,Jenny Colgan,464.0,198.0,130.0,30.0,324.0,19,3,2013,"Little, Brown Book Group",London,United Kingdom,1,14712,46.96
A Visit from the Goon Squad,1,3.67,0,1,0,Jennifer Egan,368.0,202.0,131.0,19.0,335.0,10,10,2014,Random House USA Inc,New York,United States,1,9338,67.27
2001: a Space Odyssey,1,4.15,1,1,0,Arthur C. Clarke,320.0,173.0,106.0,24.0,164.0,8,4,2008,Penguin Putnam Inc,New York,United States,1,10597,43.9
The Gospel According to Blindboy,1,4.21,1,1,0,Blindboy Boatclub,304.0,197.0,129.0,20.0,257.0,20,4,2018,Gill,Dublin,Ireland,1,21237,58.42
Personal : (Jack Reacher 19),1,3.96,0,1,0,Lee Child,480.0,178.0,110.0,29.0,253.0,1,5,2015,Transworld Publishers Ltd,London,United Kingdom,1,68097,51.58
My Grandmother Sends Her Regards and Apologises,1,4.06,1,1,0,Fredrik Backman,368.0,177.0,130.0,24.0,198.0,7,4,2016,Hodder & Stoughton,London,United Kingdom,1,9375,52.45
Travels With My Aunt,1,3.82,0,1,0,Graham Greene,272.0,198.0,129.0,17.0,219.0,29,6,2011,Vintage Publishing,London,United Kingdom,1,24215,35.54
Rule of Two: Star Wars Legends (Darth Bane),1,4.2,1,1,0,Drew Karpyshyn,352.0,175.0,105.0,23.0,176.0,1,11,2008,Random House USA Inc,New York,United States,1,23226,45.66
City of Girls : The Sunday Times Bestseller,1,4.04,1,1,0,Elizabeth Gilbert,512.0,178.0,111.0,37.0,270.0,7,4,2020,Bloomsbury Publishing PLC,London,United Kingdom,1,9071,48.7
The Social Contract,1,3.78,0,1,0,Jean-Jaques Rousseau,160.0,198.0,129.0,8.0,106.0,1,10,1998,Wordsworth Editions Ltd,Herts,United Kingdom,1,3254,33.2
The Perfect Holiday,1,3.67,0,1,0,Cathy Kelly,96.0,198.0,129.0,7.0,100.0,6,9,2011,HarperCollins Publishers,London,United Kingdom,1,87108,28.58
Mansfield Park,1,3.86,0,1,0,Jane Austen,400.0,198.0,129.0,19.0,250.0,1,1,1998,Wordsworth Editions Ltd,Herts,United Kingdom,1,38350,33.02
The House of Unexpected Sisters,1,4.15,1,1,0,Alexander McCall Smith,240.0,199.0,134.0,16.0,196.0,3,5,2018,"Little, Brown Book Group",London,United Kingdom,1,8830,38.23
The Fifth Season,1,4.28,1,1,0,N K Jemisin,512.0,208.0,137.0,36.0,431.0,4,8,2015,"Little, Brown & Company",New York,United States,1,8059,78.44
