,book_title,book_genre,book_rate,successfull_book,paperback,hardback,author,number_of_pages,book_length_mm,book_width_mm,book_depth_mm,book_weight_grams,publication_day,publication_month,publication_year,publisher,publication_city,publication_country,language,bestsellers_rank,price_nis
697,Grandma Gatewood's Walk : The Inspiring Story of the Woman Who Saved the Appalachian Trail,sport,4,1,1,0,Ben Montgomery,288,228,6,152,428,01,Apr,2016,Chicago Review Press,Chicago,United States,English,"9,330",76.77
698,Lonely Planet Tahiti & French Polynesia,sport,4.05,1,1,0,Lonely Planet,256,197,128,13,280,20,Dec,2016,Lonely Planet Global Limited,Dublin 8,Ireland,English,"76,846",75.87
699,Messi Rules,sport,4.25,1,1,0,Simon Mugford,128,198,129,12,127,09,Jan,2020,Welbeck Publishing Group,United Kingdom,United Kingdom,English,"43,311",39.97
700,Facing Violence : Preparing for the Unexpected,sport,4.26,1,1,0,Rory Miller,242,228,152,17.78,372,19,May,2011,YMAA Publication Center,Rolindale,MA,English,"76,884",68.97
701,No Picnic on Mount Kenya,sport,4.04,1,1,0,Felice Benuzzi,336,198,137,25,288,04,Sep,2018,Quercus Publishing,London,United Kingdom,English,"68,842",55.95
702,Put Me Back on My Bike : In Search of Tom Simpson,sport,4.07,1,1,0,William Fotheringham,288,198,129,18,209,26,Jun,2007,Vintage Publishing,London,United Kingdom,English,"23,780",85.96
703,Soccer Tough : Simple Football Psychology Techniques to Improve Your Game,sport,4.31,1,1,0,Dan Abrahams,180,246,189,9,333,01,Aug,2012,Bennion Kearny Ltd,Birmingham,United Kingdom,English,"77,320",84.90
704,Shaq Uncut : My Story,sport,4.05,1,1,0,Jackie Macmullan,304,229,153,21,368,06,Sep,2012,"Little, Brown & Company",New York,United States,English,"57,548",79.78
705,"The Men's Health Big Book of 15-Minute Workouts : A Leaner, Stronger Body--in 15 Minutes a Day!",sport,4.04,1,1,0,Selene Yeager,416,216,204,21,"1,021",25,Oct,2011,Rodale Incorporated,Pennsylvania,United States,English,"43,911",113.21
706,"Dynamic Stretching : The Revolutionary New Warm-up Method to Improve Power, Performance and Range of Motion",sport,3.74,0,1,0,Mark Kovacs,144,234,190,7.62,250,14,Jan,2010,Ulysses Press,Berkeley,CA,English,"77,411",65.36
707,"Golf My Way : The Instructional Classic, Revised and Updated",sport,4.19,1,1,0,Jack Nicklaus,304,235,187,25,578,20,Jun,2005,Simon & Schuster,New York,United States,English,"72,343",59.48
708,"Every Body Yoga : Let Go of Fear, Get On the Mat, Love Your Body.",sport,4.34,1,1,0,Jessamyn Stanley,232,216,165,15.24,498.95,04,Apr,2017,Workman Publishing,New York,United States,English,"79,907",64.85
709,The Cus D'Amato Mind : Learn The Simple Secrets That Took Boxers Like Mike Tyson To Greatness,sport,4.17,1,1,0,Reemus Bailey,102,229,152,5,145,25,Sep,2017,Independently Published,,,English,"9,342",67.08
710,Tales of the Honey Badger,sport,3.41,0,1,0,Nick Cummins,224,210,153,17,302,28,Jun,2016,ABC Books,Sydney,Australia,English,"77,870",99.59
711,"Qigong and the Tai Chi Axis : Nourishing Practices for Body, Mind and Spirit",sport,4.7,1,1,0,Mimi Kuo-Deemer,256,232,152,22,320,27,Dec,2018,Orion Publishing Co,London,United Kingdom,English,"61,482",61.81
712,They Call Me Coach,sport,4.19,1,1,0,John Wooden,272,229,158,20,354,16,Nov,2003,McGraw-Hill Education - Europe,London,United States,English,"87,093",80.83
713,The Language of Coaching : The Art & Science of Teaching Movement,sport,4.43,1,1,0,Nick Winkelman,336,279,216,17.78,"1,089",24,Apr,2020,Human Kinetics Publishers,Champaign,IL,English,"78,460",165.25
714,How Your Horse Moves : A Unique Visual Guide to Improving Performance,sport,4.57,1,1,0,Gillian Higgins,160,263,193,12.7,544.31,29,Aug,2012,David & Charles,Newton Abbot,United Kingdom,English,"74,852",77.61
715,5000-1: The Leicester City Story : How We Beat the Odds to Become Premier League Champions,sport,3.9,0,1,0,Rob Tanner,304,111,111,111,346,19,Jul,2016,Icon Books,Duxford,United Kingdom,English,"78,285",56.89
716,The Ball is Round : A Global History of Football,sport,4.17,1,1,0,David Goldblatt,992,234,153,42,973,01,May,2008,Penguin Books Ltd,London,United Kingdom,English,"76,440",103.65
717,Wanderlust : A History of Walking,sport,3.92,0,1,0,Rebecca Solnit,336,203,152,18,278,01,Jun,2001,Penguin Putnam Inc,New York,NY,English,"78,636",72.75
718,SAS Survival Guide : The Ultimate Guide to Surviving Anywhere,sport,4,1,1,0,John 'Lofty' Wiseman,384,198,129,29,330,01,Sep,2020,HarperCollins Publishers,London,United Kingdom,English,"87,426",57.07
719,"I Hate Running and You Can Too : How to Get Started, Keep Going, and Make Sense of an Irrational Passion",sport,4.36,1,1,0,Brendan Leonard,160,178,133,17.78,249.48,16,Mar,2021,Artisan,New York,United States,English,"16,609",56.80
720,The Test : My Autobiography,sport,3.66,0,1,0,Brian O'Driscoll,448,198,129,26,322,02,Apr,2015,Penguin Books Ltd,London,United Kingdom,English,"76,647",59.76
721,"How to Live in a Van and Travel : Live Everywhere, be Free and Have Adventures in a Campervan or Motorhome - Your Home on Wheels",sport,4.1,1,1,0,Hudson,286,203,127,15.24,285.76,15,Jun,2017,Bluedog Books,Driffield,United Kingdom,English,"85,225",83.60
722,"Never Give Up : A Life of Adventure, The Autobiography",sport,4,1,1,0,Bear Grylls,336,250,152,52,456,28,Oct,2021,Transworld Publishers Ltd,London,United Kingdom,English,"76,367",80.05
723,Green Hills of Africa,sport,3.55,0,1,0,Ernest Hemingway,208,198,129,13,149,04,Mar,2004,Vintage Publishing,London,United Kingdom,English,"79,174",49.91
724,Walking in the Dolomites : 25 multi-day routes in Italy's Dolomites,sport,4.33,1,1,0,Gillian Price,288,172,116,20,330,20,Dec,2018,Cicerone Press,Kendal,United Kingdom,English,"38,811",79.28
725,Trout Fishing in America,sport,4.15,1,1,0,Richard Brautigan,400,206.25,140.97,25.4,474,01,Mar,1989,HOUGHTON MIFFLIN,Boston,United States,English,"79,524",74.25
726,Bushcraft : The Ultimate Guide to Survival in the Wilderness,sport,4.29,1,1,0,Richard Graves,352,203,133,28,338,21,Mar,2013,Skyhorse Publishing,New York,NY,English,"80,239",
727,Senna Versus Prost,sport,4.11,1,1,0,Malcolm Folley,416,198,129,26,287,01,Jul,2010,Cornerstone,London,United Kingdom,English,"85,582",65.36
728,BHS Complete Horsemanship: Volume 2,sport,3,0,1,0,The British Horse Society,324,246,189,25,"1,006",21,Sep,2017,Quiller Publishing Ltd,Shrewsbury,United Kingdom,English,"13,610",103.41
729,Seve : The Autobiography,sport,3.85,0,1,0,Severiano Ballesteros,304,198,129,20,248,05,Aug,2008,Vintage Publishing,London,United Kingdom,English,"81,830",55.07
730,A Tooth from the Tiger's Mouth : How to Treat Your Injuries with Powerful Healing Secrets of the Great Chinese Warrior,sport,4.36,1,1,0,Tom Bisio,384,210,140,25,324,21,Mar,2005,Atria Books,New York,United States,English,"80,972",66.05
731,Blue Mountains Best Bushwalks : The Bestselling Colour Guide to Over 60 Fantastic Walks,sport,3.44,0,1,0,Veechi Stuart,240,133,220,17,426,17,Aug,2016,Woodslane Pty Ltd,Mona Vale,Australia,English,"75,834",136.79
732,"Take the Slow Road: Scotland : Inspirational Journeys Round the Highlands, Lowlands and Islands of Scotland by Camper Van and Motorhome",sport,4.02,1,1,0,Martin Dorey,352,234,163,43.18,"1,000",03,Jul,2018,Bloomsbury Publishing PLC,London,United Kingdom,English,"14,840",97.03
733,Touching The Void,sport,4.2,1,1,0,Joe Simpson,224,198,129,15,183,04,Nov,2008,Vintage Publishing,London,United Kingdom,English,"79,994",56.88
734,Camino del Norte : Irun to Santiago along Spain's Northern Coast,sport,4.5,1,1,0,Matthew Harms,96,176,126,7,100,07,Jan,2020,Village to Village Press,Hasleysville,United States,English,"13,687",69.77
735,"The Mental Game of Poker 2 : Proven Strategies For Improving Poker Skill, Increasing Mental Endurance, and Playing In The Zone Consistently",sport,4.25,1,1,0,Jared Tendler,206,226,150,13,318,23,Apr,2013,"Jared Tendler, LLC",United States,United States,English,"66,442",86.78
736,The Long Way : Sheridan House Maritime Classic,sport,4.26,1,1,0,Bernard Moitessier,256,207,137,15,295,01,Oct,2019,Rowman & Littlefield,Lanham,United States,English,"55,099",69.79
737,Eat Sweat Play : How Sport Can Change Our Lives,sport,4.15,1,1,0,Anna Kessel,288,216,135,21,321,16,Jun,2016,Pan Macmillan,London,United Kingdom,English,"80,705",69.50
738,The Second Half,sport,3.72,0,1,0,Roy Keane,304,235,155,25,460,13,Jan,2015,Orion Publishing Co,London,United Kingdom,English,"79,215",89.66
739,"The Running Revolution : How to Run Faster, Farther, and Injury-Free--for Life",sport,3.78,0,1,0,Nicholas Romanov,240,231,188,17,391,30,Sep,2014,Penguin Putnam Inc,New York,NY,English,"83,814",76.24
740,Bushido : The Way of the Samurai,sport,4.05,1,1,0,Tsunetomo Yamamoto,112,215,140,8,181.44,16,May,2002,Square One Publishers,Garden City Park,NY,English,"81,270",52.23
741,Fighter,sport,4.49,1,1,0,Andy Lee,272,197,129,22,288,05,Apr,2019,Gill,Dublin,Ireland,English,"21,540",62.22
742,Sport Psychology: A Complete Introduction,sport,3.84,0,1,0,John Perry,336,198,130,24,280,22,Mar,2016,John Murray Press,London,United Kingdom,English,"18,106",60.66
743,On The Court With... Lebron James,sport,4.31,1,1,0,Matt Christopher,128,216,135,12.7,136.08,02,Oct,2008,"Little, Brown & Company",New York,United States,English,"81,375",40.03
744,Playing the Enemy : Nelson Mandela and the Game That Made a Nation,sport,4.16,1,1,0,John Carlin,288,197,130,21,265,01,Mar,2010,Atlantic Books,London,United Kingdom,English,"79,420",51.28
745,Crossfire,sport,3.88,0,1,0,Dick Francis,352,198,129,25,316,21,Jul,2011,Penguin Books Ltd,London,United Kingdom,English,"84,795",53.37
746,"No Meat Athlete, Revised and Expanded : A Plant-Based Nutrition and Training Guide for Every Fitness Level-Beginner to Beyond [Includes More Than 60 Recipes!]",sport,3.85,0,1,0,Matt Frazier,272,235,191,17.78,557.92,08,Nov,2018,Fair Winds Press,Rockport,United States,English,"82,178",75.28
747,"The Names Heard Long Ago : Shortlisted for Football Book of the Year, Sports Book Awards",sport,4.11,1,1,0,Jonathan Wilson,400,198,129,23,303,05,Mar,2020,Bonnier Books Ltd,Chichester,United Kingdom,English,"41,193",48.11
748,No Nonsense : The Autobiography,sport,3.84,0,1,0,Joey Barton,368,198,130,23,291,29,Jun,2017,Simon & Schuster Ltd,London,United Kingdom,English,"79,531",52.85
749,"Wild Guide Wales and Marches : Hidden places, great adventures & the good life in Wales (including Herefordshire and Shropshire)",sport,4.47,1,1,0,Daniel Start,312,210,170,21,800,02,May,2018,Wild Things Publishing Ltd,Bath,United Kingdom,English,"16,317",83.46
750,"Strength Training for Triathletes : The Complete Program to Build Triathlon Power, Speed, and Muscular Endurance",sport,4.01,1,1,0,Patrick Hagerman,232,228,177,13,589,10,Jan,2015,VELOPRESS,Boulder,United States,English,"76,289",89.83
751,The Art of Rigging,sport,3.92,0,1,0,George Biddlecombe,208,214,214,9.91,213.19,28,Mar,2003,Dover Publications Inc.,New York,United States,English,"22,399",50.19
752,NZ Rugby Stars Cookbook : Cooking from the heart,sport,3,0,1,0,NZ Rugby Foundation,176,252,212,15,780,26,Sep,2018,Allen & Unwin,St Leonards,Australia,English,"82,786",128.35
753,Walking and Trekking in Iceland : 100 days of walking and multi-day treks,sport,4,1,1,0,Paddy Dillon,352,172,116,19,400,15,May,2019,Cicerone Press,Kendal,United Kingdom,English,"38,201",83.95
754,Real Life Dressage : Training Advice from Novice to Grand Prix,sport,4.21,1,1,0,Carl Hester,120,275,215,60,544.31,01,Dec,2004,Quiller Publishing Ltd,Haslemere,United Kingdom,English,"33,240",88.75
755,The Train Happy Journal : 30 days to kick start your intuitive movement journey,sport,,0,1,0,Tally Rye,112,221,156,15.24,317.51,18,Jan,2022,HarperCollins Publishers,United Kingdom,United Kingdom,English,"36,424",56.35
756,In Search of Captain Zero : A Surfers Road Trip Beyond the End of the Road,sport,3.93,0,1,0,Allan Weisbecker,352,229,159,19,1,16,Jul,2011,Penguin Putnam Inc,Los Angeles,United States,English,"82,728",65.96
757,Iron Shirt Chi Kung,sport,3.98,0,1,0,Mantak Chia,288,229,152,18,390,05,Jun,2006,Inner Traditions Bear and Company,Rochester,United States,English,"83,524",66.06
758,"I Beat the Odds : From Homelessness, to The Blind Side, and Beyond",sport,4.12,1,1,0,Michael Oher,272,203,136,18,249,07,Feb,2012,GOTHAM BOOKS,New York,United States,English,"84,132",68.66
759,Sevens Heaven : The Beautiful Chaos of Fiji's Olympic Dream: WINNER OF THE TELEGRAPH SPORTS BOOK OF THE YEAR 2019,sport,4.58,1,1,0,Ben Ryan,320,196,128,28,300,18,Feb,2020,Orion Publishing Co,London,United Kingdom,English,"81,555",48.90
760,The Art of Captaincy : What Sport Teaches Us About Leadership,sport,3.88,0,1,0,Mike Brearley,416,197,130,26,286,30,Sep,2015,Pan MacMillan,London,United Kingdom,English,"42,195",51.10
761,"How To Drive: The Ultimate Guide, from the Man Who Was the Stig",sport,3.88,0,1,0,Ben Collins,288,215,156,27,614,29,Jul,2015,Pan Macmillan,London,United Kingdom,English,"83,068",80.13
762,Why We Kneel How We Rise : WINNER OF THE WILLIAM HILL SPORTS BOOK OF THE YEAR PRIZE,sport,4.59,1,1,0,Michael Holding,320,234,153,19,370,24,Jun,2021,Simon & Schuster Ltd,London,United Kingdom,English,"62,751",80.43
763,The Sanatorium : The spine-tingling breakout Sunday Times bestseller and Reese Witherspoon Book Club Pick,sport,3.41,0,1,0,Sarah Pearse,448,199,128,27,310,01,Jan,2022,Transworld Publishers Ltd,London,United Kingdom,English,"2,400",53.24
764,KP: The Autobiography,sport,3.59,0,1,0,Kevin Pietersen,336,164,200,23,294,01,Sep,2015,"Little, Brown Book Group",London,United Kingdom,English,"88,210",49.11
765,Beware of the Dog : Rugby's Hard Man Reveals All,sport,4,1,1,0,Brian Moore,352,198,130,22.86,272.16,01,Feb,2011,Simon & Schuster Ltd,London,United Kingdom,English,"84,390",67.80
766,Strength Training for Fat Loss,sport,3.92,0,1,0,Nick Tumminello,280,279,216,17.02,748,15,Mar,2014,Human Kinetics Publishers,Champaign,IL,English,"84,727",127.41
767,Moods of Future Joys,sport,4.37,1,1,0,Alastair Humphreys,288,198,128,16.26,232.69,01,May,2015,Eye Books,Much Wenlock,United Kingdom,English,"37,342",48.72
768,Harold Larwood : the Ashes bowler who wiped out Australia,sport,4.47,1,1,0,Duncan Hamilton,400,197,134,20,282,26,Jul,2016,Quercus Publishing,London,United Kingdom,English,"38,971",55.83
769,"Kook : What Surfing Taught Me about Love, Life, and Catching the Perfect Wave",sport,3.8,0,1,0,Peter Heller,304,213,143,21,290,13,Jul,2010,Simon & Schuster,New York,United States,English,"84,633",68.56
770,"Woman in the Wilderness : My Story of Love, Survival and Self-Discovery",sport,3.93,0,1,0,Miriam Lancewood,336,232,154,30,400,09,Nov,2017,"Little, Brown Book Group",London,United Kingdom,English,"84,908",63.47
771,Sea Kayak : A Manual for Intermediate and Advanced Sea Kayakers,sport,4.11,1,1,0,Gordon Brown,188,210,160,14,580.6,07,Dec,2006,Pesda Press,Bangor,United Kingdom,English,"83,439",83.27
772,Life Without Bread,sport,3.98,0,1,0,Christian Allen,256,229,188,19,348,16,Aug,2000,"NTC Publishing Group,U.S.",Lincolnwood,United States,English,"84,625",72.68
773,Football - Bloody Hell! : The Biography of Alex Ferguson,sport,3.9,0,1,0,Patrick Barclay,544,198,129,31,352,01,May,2012,Vintage Publishing,London,United Kingdom,English,"88,166",74.98
774,Eastern Horizons : Shortlisted for the 2018 Edward Stanford Award,sport,4.22,1,1,0,Levison Wood,384,196,128,26,260,09,Aug,2018,Hodder & Stoughton,London,United Kingdom,English,"85,264",55.37
775,"Sports Injuries : Your Illustrated Guide to Prevention, Diagnosis and Treatment",sport,3.96,0,1,0,Brad Walker,256,264,195,13,500,01,Dec,2012,Lotus Publishing,Chichester,United Kingdom,English,"88,976",86.98
776,Astronomy 2022 Australia : Your Guide to the Night Sky,sport,,0,1,0,Glenn Dawes,152,,,,,01,Oct,2021,Quasar Publishing,Strathfield,Australia,,"6,680",135.86
777,"The Complete Mushroom Hunter, Revised : Illustrated Guide to Foraging, Harvesting, and Enjoying Wild Mushrooms - Including new sections on growing your own incredible edibles and off-season collecting",sport,4.25,1,1,0,Gary Lincoff,208,254,203,17.78,734.82,15,Jun,2017,QUARRY BOOKS,United States,United States,English,"37,364",104.80
778,Weight Training for Cyclists : A Total Body Program for Power and Endurance,sport,3.66,0,1,0,Ken Doyle,212,229,152,14,403,01,Nov,2008,VeloPress,Boulder,United States,English,"83,319",75.70
779,Swimming to Antarctica,sport,4.14,1,1,0,Lynne Cox,359,203.2,134.62,25.4,294.84,07,Mar,2005,"Cengage Learning, Inc",Belmont,CA,English,"85,883",58.89
780,Pilot's Handbook of Aeronautical Knowledge (Federal Aviation Administration) : FAA-H-8083-25B,sport,4.23,1,1,0,Federal Aviation Administration,528,279,216,25,"1,329",03,Aug,2017,Skyhorse Publishing,New York,NY,English,"54,243",113.88
781,A Champion's Mind : Lessons from a Life in Tennis,sport,3.62,0,1,0,Pete Sampras,336,202,132,18,283,26,May,2009,Random House USA Inc,New York,United States,English,"93,481",65.16
782,Among the Thugs,sport,4.1,1,1,0,Bill Buford,320,203,130,17,227,01,Jun,1993,Random House USA Inc,New York,United States,English,"74,028",65.40
783,"Can't Swim, Can't Ride, Can't Run : My Triathlon Journey from Common Man to Ironman",sport,3.77,0,1,0,Andy Holgate,240,210,148,18,318,01,Jun,2011,Pitch Publishing Ltd,Worthing,United Kingdom,English,"84,267",66.34
784,"Changing Your Story : How To Take Control Of Your Life, Create Change And Achieve Your Goals",sport,4.25,1,1,0,Bill Beswick,208,216,135,15,209,15,Dec,2021,Penguin Books Ltd,London,United Kingdom,English,"82,693",70.08
785,Delavier's Mixed Martial Arts Anatomy,sport,4.11,1,1,0,Frederic Delavier,144,254,197,10.16,567,05,Oct,2013,Human Kinetics Publishers,Champaign,IL,English,"86,639",97.01
786,Goalless Draws : Illuminating the Genius of Modern Football,sport,4.34,1,1,0,David Squires,224,234,153,15,310,12,Nov,2019,Guardian Faber Publishing,London,United Kingdom,English,"42,884",66.60
787,And God Created Cricket,sport,3.78,0,1,0,Simon Hughes,464,198,127,27,314,10,May,2010,Transworld Publishers Ltd,London,United Kingdom,English,"68,873",59.60
788,The Gladiator Mindset : Push Your Limits. Overcome Challenges. Achieve Your Goals.,sport,,0,1,0,Adam Peaty,320,232,152,22,320,11,Nov,2021,Quercus Publishing,London,United Kingdom,English,"86,646",77.03
789,The Wisdom of Mike Mentzer,sport,4.33,1,1,0,John Little,184,274,216,10,442,16,Nov,2005,McGraw-Hill Education - Europe,London,United States,English,"90,528",79.03
790,Above the Clouds : How I Carved My Own Path to the Top of the World,sport,3.71,0,1,0,Kilian Jornet,240,234,153,19,310,03,Sep,2020,HarperCollins Publishers,London,United Kingdom,English,"87,990",67.14
791,The Ultimate Horse Behavior and Training Book : Enlightened and Revolutionary Solutions for the 21st Century,sport,4.17,1,1,0,Bobbie Lieberman,344,280,216,19,"1,242.84",01,Mar,2012,Trafalgar Square,North Pomfret,United States,English,"88,311",174.40
